Hip ID,Gaia Source ID,Hip RA,Gaia RA,Hip Dec,Gaia Dec,Hip pmRA,Gaia pmRA,Hip pmDE,Gaia pmDE,Hip Vmag,Gaia Gmag,Gaia Parallax
HIP89560,Gaia DR2 2115454019586473600,274.1295833333333,274.1294452564546,45.55777777777777,45.55930635819793,-0.01,-13.216159968857115,0.34,337.4761622940902,10.3,9.513133999999999,57.325158769105215
HIP106481,Gaia DR2 1971163631214790528,323.49499999999995,323.49507132613314,45.59166666666667,45.591436088509035,-0.02,-23.87648120662538,-0.09,-91.71756833489007,3.98,3.6602837999999998,25.65841871290116
HIP41484,Gaia DR2 918107434852949888,126.9033333333333,126.90314573786837,45.65277777777778,45.65147520952372,-0.02,-20.0229568273743,-0.35,-351.38219354072976,6.32,6.1557116999999995,45.47931414143333
HIP91128,Gaia DR2 2118424350249708800,278.82666666666665,278.8294172209901,45.74388888888889,45.74560376470372,0.45,452.1859420964249,0.36,363.66840132265844,9.84,9.104957,64.24884308377446
HIP428,Gaia DR2 386655019234959872,1.2954166666666664,1.300747867015823,45.78638888888889,45.785915382384346,0.87,870.7529785923165,-0.15,-151.2665228971109,9.95,9.079408,86.95670235713823
HIP7734,Gaia DR2 350664155368182656,24.899999999999995,24.90142075873449,45.8775,45.87679240381433,0.22,217.6749910207585,-0.23,-227.9893612443,6.6,6.4267254000000005,47.39296990450769
HIP16499,Gaia DR2 241996500618616960,53.109583333333326,53.10908413478504,46.056666666666665,46.05653936867734,-0.05,-52.8294042398766,-0.07,-74.91536137184495,5.3,5.166717,26.989539906600807
HIP69732,Gaia DR2 1505311442256006912,214.09583333333333,214.0947451736196,46.088055555555556,46.08899032979758,-0.19,-188.2298825636391,0.16,159.9893636844726,4.18,4.0870676,32.963051980922764
HIP35821,Gaia DR2 974536192658255104,110.81208333333333,110.8113143249128,46.08722222222222,46.086388019889576,-0.12,-120.6037324544792,-0.24,-237.971517834652,10.5,9.684610000000001,58.98490903633951
HIP52469,Gaia DR2 829776725129940480,160.88708333333332,160.8853648809455,46.203611111111115,46.20358590811399,-0.27,-269.4549034467886,-0.07,-67.55914541150977,5.18,5.053496,27.21148349465825
HIP87938,Gaia DR2 1350714133093019904,269.4625,269.46226414765323,46.58861111111111,46.59113583873603,-0.02,-15.182526899663332,0.58,578.3000892571995,11.7,10.56327,71.47535325647397
HIP105769,Gaia DR2 1972438304486314112,321.33166666666665,321.3326390674535,46.71416666666667,46.714548680373284,0.19,188.7169420139893,0.05,48.45447088119658,5.59,5.484412,29.282563154142252
HIP83389,Gaia DR2 1359938520253565952,255.65166666666667,255.6524619354157,47.08166666666667,47.08555435613153,0.12,123.20389015854592,0.85,853.7415246268587,6.76,6.567707,54.663583944482525
HIP35136,Gaia DR2 974887555341533440,108.95875,108.95910409356277,47.23972222222222,47.23916292460786,0.03,30.070242352224078,-0.19,-186.40516494463228,5.54,5.367825,59.28696270439178
HIP83006,Gaia DR2 1408029436569383296,254.4258333333333,254.42506273434867,47.36194444444445,47.36327128562267,-0.14,-139.7123458848789,0.26,262.08036181562943,7.93,7.607205400000001,55.71706316162778
HIP32919,Gaia DR2 954713853434626176,102.88499999999999,102.88341635002408,47.367777777777775,47.36483389232546,-0.25,-245.0202966677451,-0.69,-693.4066793568228,8.95,8.456997,53.58730642639391
HIP11048,Gaia DR2 354077348697687424,35.56083333333333,35.562403120973016,47.88,47.88020753029973,0.22,215.9256974241648,0.04,41.08672403735852,9.4,8.631860000000001,83.78285259249171
HIP44127,Gaia DR2 1014058103756663936,134.8020833333333,134.79905462806386,48.041666666666664,48.0409013773217,-0.44,-444.252007859373,-0.22,-216.0437656493211,3.12,3.0029404,70.63898824123446
HIP52470,Gaia DR2 832417236660307072,160.89083333333332,160.88880442586594,48.21388888888889,48.21489106772666,-0.33,-330.3346669174666,0.18,179.22926491102618,8.02,7.7986455,37.118166128238784
HIP51248,Gaia DR2 834571523535702528,157.01624999999999,157.01671349380482,48.78472222222222,48.781109229170106,0.08,82.47669826350632,-0.88,-881.1306051217096,6.42,6.261896,43.62312033698754
HIP37494,Gaia DR2 981900721539947136,115.43791666666665,115.43767090513073,49.221944444444446,49.22219512715486,-0.06,-58.735519745682936,0.0,1.7755818624882345,9.73,9.263721,37.17387978680504
HIP12777,Gaia DR2 438829629113960704,41.05,41.05215123914001,49.22833333333333,49.228064390163155,0.33,333.7786879048911,-0.09,-89.72169843303236,4.1,3.8917007000000003,89.6954922950341
HIP100859,Gaia DR2 2084032554258818944,306.7595833333333,306.7599027804041,49.38333333333333,49.383607026578645,0.07,68.63590303894281,0.06,57.24641345312104,5.73,5.6254196,25.56783928112072
HIP114570,Gaia DR2 1990723839987250176,348.13749999999993,348.1381099936641,49.40611111111111,49.406619084829494,0.09,89.29220087971663,0.1,96.6959888259286,4.53,4.4039445,40.98120284166613
HIP95575,Gaia DR2 2129771310248902016,291.6083333333333,291.6112947494429,49.46527777777778,49.46837495388016,0.46,456.41852553976105,0.71,713.0512568531219,8.01,7.705151600000001,41.211767455641215
HIP63894,Gaia DR2 1555608537246019968,196.42249999999999,196.4229513685264,49.47166666666667,49.47253578126534,0.06,63.14025856280979,0.14,139.5857510696622,9.26,8.816833,46.29901398284751
HIP14632,Gaia DR2 436648129326142336,47.266666666666666,47.275134511686325,49.613055555555555,49.612886371351784,1.26,1261.6775068203488,-0.09,-90.6335984361466,4.05,3.8152835,95.15866009883108
HIP73100,Gaia DR2 1592338513445876608,224.0958333333333,224.09673971700448,49.62833333333333,49.62747709893881,0.11,110.86709548549484,-0.23,-225.7314153124133,5.63,5.4848433,39.64535929183847
HIP36439,Gaia DR2 976893923544104576,112.48333333333332,112.48389371464641,49.67222222222222,49.67210255322727,0.11,111.26931963154276,-0.08,-83.38069728552054,5.35,5.2023735,49.02873109857197
HIP23147,Gaia DR2 256487136159035136,74.71083333333333,74.71147781523784,49.84916666666667,49.84879993157133,0.11,112.24775774868988,-0.11,-113.14149539906825,9.8,9.078203,60.168048223605254
HIP78286,Gaia DR2 1403076622018595072,239.7683333333333,239.7684604612877,49.880833333333335,49.880806666628324,0.02,21.45040056403373,-0.06,-55.126097769242975,6.04,5.9637694,20.482475206382386
HIP67691,Gaia DR2 1510834911934401152,207.99999999999997,208.0028533908197,49.950833333333335,49.95031052578391,0.42,423.00092912484916,-0.14,-139.18669358639028,8.82,8.251187,70.18088427453985
HIP89087,Gaia DR2 2123090918115438592,272.7345833333333,272.73439350664,49.971111111111114,49.9701200665868,-0.01,-8.763943714292116,-0.23,-227.5627292278627,10.0,9.459593,36.19445963756426
HIP96441,Gaia DR2 2135110401277424384,294.11041666666665,294.1105150830124,50.221111111111114,50.22223671272536,-0.01,-5.935694018578816,0.26,263.9817151417946,4.49,4.338728400000001,54.23192005889085
HIP111169,Gaia DR2 1988193348339562880,337.82291666666663,337.82384756449363,50.282222222222224,50.28256701544139,0.14,138.70988831952192,0.02,17.333336889101687,3.76,3.680603,32.441325159519145
HIP66704,Gaia DR2 1558718059209082752,205.09666666666664,205.09595010248736,50.51916666666666,50.51966776842875,-0.12,-125.72804209147932,0.06,58.566974804256546,6.31,6.179431,39.23529846395822
HIP57493,Gaia DR2 791297254127958784,176.76458333333332,176.76499830991852,50.97166666666667,50.9713433381997,0.06,61.40131493159149,-0.11,-107.48743595398982,9.51,9.0043125,42.43077080695062
HIP96258,Gaia DR2 2136027771930903808,293.5825,293.58266484308143,51.23638888888889,51.235806904671506,0.03,30.20264839415077,-0.19,-188.575566966436,5.71,5.5811470000000005,39.452488802105705
HIP69713,Gaia DR2 1511727333122255744,214.04125,214.0403445307224,51.367222222222225,51.36761405287238,-0.15,-149.62785440476375,0.09,88.89045450818224,4.75,4.633764299999999,34.302770959485784
HIP26505,Gaia DR2 215395053733297024,84.54958333333332,84.54562105736213,51.44555555555555,51.446208119096966,-0.55,-549.8500429507288,0.11,107.485660797713,7.74,7.4728270000000006,48.754826260437476
HIP23783,Gaia DR2 265722999473092608,76.66916666666665,76.66909643607433,51.597500000000004,51.59698207773407,-0.03,-28.97873514628449,-0.17,-172.21979379980903,4.98,4.8420086,37.426893633071415
HIP44901,Gaia DR2 1016370651588789632,137.21791666666664,137.21678680549653,51.60444444444445,51.604504988048475,-0.14,-136.5270880927536,-0.03,-32.84585504311073,4.46,4.360804,36.851167892351896
HIP91009,Gaia DR2 2145277550935525760,278.48249999999996,278.4836742197659,51.71888888888889,51.717736949273736,0.19,185.78930165552146,-0.32,-325.8091421751645,8.2,7.5897746,60.566347318442546
HIP95853,Gaia DR2 2136270970157966464,292.4266666666666,292.42663757339056,51.72972222222222,51.73032873225626,0.02,20.07199665223736,0.13,127.51342443693237,3.76,3.6592455000000004,27.060349391210266
HIP69483,Gaia DR2 1511793067598402944,213.3708333333333,213.37129622675775,51.78972222222222,51.789926079734194,0.06,60.96197537904306,-0.01,-9.26924351670669,4.53,4.4227685999999995,20.306685023353342
HIP70497,Gaia DR2 1604859511344338816,216.29916666666662,216.2975092984241,51.85055555555556,51.84902282007886,-0.24,-234.79958293293942,-0.4,-398.64557305279135,4.04,3.8195388,69.48614044119418
HIP15673,Gaia DR2 443016706832479488,50.478333333333325,50.475968154781505,52.331388888888895,52.330382422691784,-0.31,-309.90139870101086,-0.27,-264.5998590560995,9.05,8.703634,41.73724952430956
HIP50125,Gaia DR2 851346566283231616,153.48916666666665,153.48971209705886,52.50666666666667,52.503451909150066,0.09,86.94355750625955,-0.76,-760.5509496148378,9.53,9.095346000000001,43.529796773551816
HIP21553,Gaia DR2 272855565762295680,69.42041666666667,69.42271403538028,52.89361111111111,52.89156892007314,0.31,303.95997780902775,-0.48,-475.0323567814223,8.62,7.949503999999999,100.7796606034136
HIP102870,Gaia DR2 2182197777015312512,312.63791666666657,312.6398634641316,52.89944444444444,52.901485414166906,0.29,286.8073279554664,0.44,439.05732208718183,9.69,9.181244,43.97693047051778
HIP71181,Gaia DR2 1605198298364601088,218.37041666666667,218.36891576287792,52.90861111111111,52.909858501497794,-0.19,-191.56074572460884,0.25,247.9728962972881,7.24,6.9061710000000005,75.50935356427708
HIP61053,Gaia DR2 1569335115284976000,187.70874999999998,187.70903483316886,53.07638888888889,53.07738920845318,0.02,18.935092561994022,0.18,181.60213231318644,6.2,6.058418,44.71730170360426
HIP114924,Gaia DR2 1995681125599758592,349.1762499999999,349.17707339441506,53.21333333333334,53.21245641358689,0.11,112.89081557695788,-0.24,-236.85187117508102,5.58,5.429393,48.66104339404493
HIP94779,Gaia DR2 2139664063038300288,289.27583333333337,289.2761305743358,53.36833333333333,53.36898776996796,0.06,60.344314765415675,0.12,124.06024325741274,3.8,3.4397067999999997,27.037105911867215
HIP26779,Gaia DR2 263916708025623680,85.33458333333333,85.33475234190108,53.48083333333334,53.47880410723052,0.0,2.78367667207225,-0.52,-523.6021067273426,6.21,5.9764776,81.42995564727909
HIP26801,Gaia DR2 263916742385357056,85.37791666666666,85.37807248493162,53.48972222222222,53.48758139424407,0.0,3.914917087953192,-0.52,-515.9384493211803,9.78,8.911996,81.4466792532227
HIP58001,Gaia DR2 792588939772065536,178.45749999999995,178.45834661008382,53.69472222222222,53.69479705775712,0.11,96.4545030779504,0.01,3.965149180490663,2.41,7.290249,29.48709356262525
HIP45493,Gaia DR2 1022858010710856576,139.04708333333335,139.04755387709707,54.02166666666667,54.02211735731135,0.05,48.52638562568031,0.06,60.30046237072442,4.8,4.733524,27.94069031046543
HIP38325,Gaia DR2 984918228123275776,117.77374999999998,117.77350600599381,54.12916666666667,54.12947325393882,-0.04,-39.584475035071385,0.05,53.61456854471811,6.03,5.900055,33.190520801981876
HIP80459,Gaia DR2 1428427236986209024,246.3525,246.35578541441342,54.303888888888885,54.303362513635605,0.43,432.073167806335,-0.17,-171.66796657488942,10.1,9.137018,154.4709614382219
HIP98906,Gaia DR2 2185710338703934976,301.25916666666666,301.25056268160097,54.43416666666666,54.43033986531313,-1.17,-1159.4677720552534,-0.9,-903.5740618661987,11.9,11.176397999999999,60.391301639367754
HIP59514,Gaia DR2 1573086442800134272,183.0870833333333,183.08863752953303,54.48555555555556,54.48615304453676,0.23,232.38028936978526,0.09,92.08513409062544,9.71,9.037914,65.60782279464775
HIP83996,Gaia DR2 1419999819661235840,257.5516666666666,257.5521208017727,54.49,54.48969702520589,0.09,86.28413986954605,-0.11,-103.25392409412441,9.34,8.846836999999999,47.073689765759276
HIP83988,Gaia DR2 1420000579871414528,257.54375,257.5443885809703,54.494166666666665,54.493900501331346,0.09,81.89331771528634,-0.1,-110.58964325666858,8.85,8.469924,47.05331329097902
HIP109926,Gaia DR2 2005798350576886144,333.9754166666666,333.97716018591615,54.672777777777775,54.67319262473009,0.21,212.54475908496582,0.07,70.30200756995563,7.5,7.267208999999999,45.52614685578613
HIP78180,Gaia DR2 1597350774639252352,239.44749999999996,239.4465428976693,54.749722222222225,54.75022483377936,-0.15,-151.642751437144,0.11,107.51923573124516,4.96,4.853513700000001,29.930532479916163
HIP36915,Gaia DR2 985610542491481984,113.84124999999999,113.84031412392623,54.849722222222226,54.84977120121608,-0.12,-113.54453352444716,0.02,13.170001616317803,11.3,10.316792,78.18544781539643
HIP5542,Gaia DR2 411601907281189504,17.77583333333333,17.77737841468088,55.14972222222222,55.14981560543187,0.23,226.23519266619144,-0.02,-19.430855340921443,4.34,4.261586,24.84791199151804
HIP85819,Gaia DR2 1420972823028539008,263.0441666666667,263.0451507573495,55.18416666666666,55.18447848185654,0.15,147.96897156067826,0.05,54.891041977331255,4.89,4.793634,33.08899214490434
HIP61946,Gaia DR2 1571411233756165248,190.43541666666667,190.4364481835636,55.724444444444444,55.72465104002709,0.12,122.68189374617502,0.0,-5.136823975273632,8.27,7.973305,43.991531558752044
HIP51459,Gaia DR2 853819947756949120,157.65666666666664,157.6552178980046,55.98027777777778,55.980398210474746,-0.18,-177.6271909428426,-0.03,-32.44427113305987,4.82,4.6374583,77.4346448923075
HIP99655,Gaia DR2 2186410658887682432,303.34958333333327,303.3499248756468,56.5675,56.5680737323416,0.06,61.59148870107286,0.08,82.27478189419305,4.28,4.1892204,22.050498858312267
HIP66781,Gaia DR2 1562668432687758976,205.3058333333333,205.30571767926727,56.72694444444445,56.727476170721886,-0.02,-17.396479708534248,0.07,70.45463172287816,7.77,7.532622,41.84865918311699
HIP87585,Gaia DR2 1421593566061407872,268.3820833333333,268.3829451320525,56.8725,56.8729814781471,0.09,93.77147743879291,0.08,79.61943283304669,3.73,3.2338746,29.86536329233525
HIP65515,Gaia DR2 1565867461768654208,201.4395833333333,201.43799883777,56.97027777777778,56.970541982527436,-0.22,-217.6233847069027,0.01,11.200184086324851,7.29,7.061445699999999,46.17157365955222
HIP59774,Gaia DR2 1575287046603149056,183.85666666666665,183.8573218184246,57.0325,57.03265209332574,0.1,102.72775689758923,0.01,9.23662918669472,3.32,3.2205215,40.23641780561631
HIP51814,Gaia DR2 854734436486835840,158.79041666666666,158.790917192317,57.0825,57.08279534610853,0.07,66.23551093262505,0.04,36.38294847648965,5.16,5.038663400000001,37.28372960983153
HIP51547,Gaia DR2 854769861377131520,157.93,157.92956817660155,57.115833333333335,57.11660653806911,-0.07,-67.26186721469007,0.17,172.63435793471803,9.63,8.998322,56.960693525373564
HIP114622,Gaia DR2 2009481748875806976,348.32083333333327,348.3372026315853,57.16833333333333,57.169625529622316,2.07,2074.5174243904607,0.29,294.9355652243795,5.57,5.207887,153.0807790633365
HIP114622,Gaia DR2 2009481748875806976,348.32083333333327,348.3372026315853,57.16833333333333,57.169625529622316,2.07,2074.5174243904607,0.29,294.9355652243795,5.57,5.207887,153.0807790633365
HIP6290,Gaia DR2 413391568618906880,20.16958333333333,20.167435710838767,57.32777777777778,57.32981149035001,-0.29,-293.36952655755607,0.44,439.72338666245287,10.3,9.785775,45.97022669056936
HIP102101,Gaia DR2 2187263158355763072,310.36749999999995,310.3681187019198,57.42972222222222,57.43068271999451,0.1,97.73999574490419,0.21,205.7094338914069,10.2,9.63203,40.303857349935775
HIP94346,Gaia DR2 2143016302194287488,288.04749999999996,288.0490621972002,57.67194444444444,57.67373477362912,0.22,216.26918938246445,0.41,407.84667572965566,7.04,6.819033,49.44870514245616
HIP40875,Gaia DR2 1035135776021753088,125.10875,125.10904794004058,57.74305555555556,57.74334220144689,0.06,57.77813805492864,0.01,14.510342216976692,5.89,5.775608,31.01996405116041
HIP115562,Gaia DR2 2009439555118168832,351.1270833333333,351.1266444493541,57.85416666666667,57.85309625508845,-0.06,-61.706942748865366,-0.28,-281.95207589367266,10.0,9.139092999999999,75.56539917994813
HIP28368,Gaia DR2 269067920001221888,89.90708333333332,89.90737519565941,58.59277777777778,58.59191817286467,0.01,9.157315781360662,-0.25,-254.1781081511747,10.2,9.409837,74.15235472939291
HIP75458,Gaia DR2 1614731957530945280,231.23249999999996,231.23232272646015,58.965833333333336,58.96614029193247,-0.01,-8.586596669695691,0.02,18.505357262556192,3.29,2.8470976,31.572666656705408
HIP116085,Gaia DR2 2011251030583236352,352.8424999999999,352.8518307182337,59.165277777777774,59.166007481745226,1.11,1106.4874377125348,0.11,113.50297943097405,6.76,6.521423,59.252834121326465
HIP83451,Gaia DR2 1437124683199761920,255.82791666666665,255.8247292748727,59.58527777777778,59.586388069961494,-0.36,-355.4014467053944,0.24,239.8145320230651,8.61,8.306597,40.044188250752356
HIP51468,Gaia DR2 1047559604579391872,157.6958333333333,157.69205464598988,59.75083333333333,59.74985110042578,-0.44,-437.97020141349367,-0.29,-288.9068339337332,8.74,8.342178,42.41314070243122
HIP117795,Gaia DR2 2011565220332867584,358.3325,358.33339306444327,59.94499999999999,59.9452647922516,0.08,81.5415966138908,0.03,34.653010401065806,10.4,10.037546,37.345197468882496
HIP76315,Gaia DR2 1603267143629157120,233.83333333333331,233.83500061752991,60.08694444444445,60.08629126524149,0.17,171.74619595918747,-0.16,-162.63940268120774,8.39,8.023902,51.1517001892942
HIP32769,Gaia DR2 1003351437484254464,102.48749999999998,102.48981097498138,60.33527777777778,60.33731332986864,0.25,253.25206782630642,0.41,410.6852850464294,8.59,8.113114,59.12753305885789
HIP4151,Gaia DR2 427322415301550208,13.267499999999998,13.266876440999795,61.12388888888889,61.12470154634328,-0.07,-68.01602449752579,0.17,169.27353501889192,4.8,4.591589,53.18958967767908
HIP18324,Gaia DR2 474648763011926272,58.76583333333332,58.76991882671961,61.166666666666664,61.165749887251714,0.44,437.9044246043558,-0.25,-245.5987781959689,7.84,7.579617,47.59272415340662
HIP80331,Gaia DR2 1625209684868172544,245.99791666666664,245.99771086085264,61.51416666666667,61.5144560543524,-0.02,-18.46608508135937,0.06,51.23608255635718,2.73,2.4777357999999996,36.67632468874703
HIP13665,Gaia DR2 466417441010173568,43.987083333333324,43.98848290489483,61.52111111111111,61.521271105105725,0.15,145.42584726575282,0.03,30.888954272149483,5.59,5.444060299999999,37.43176491133034
HIP86087,Gaia DR2 1439069444391326208,263.89374999999995,263.89603781825764,61.68138888888889,61.67934821973206,0.26,261.8950660633767,-0.51,-514.4001304708348,9.98,9.167098,69.8253671579954
HIP41689,Gaia DR2 1090049716041842816,127.4845833333333,127.48952472853544,61.72555555555556,61.72268094789064,0.53,530.7548403807712,-0.72,-715.4516832535321,10.2,9.654307000000001,49.227332845367506
HIP56035,Gaia DR2 862759874936898816,172.26916666666665,172.26797146264198,61.77833333333333,61.779392641527465,-0.11,-114.37810011702723,0.24,238.23285432433644,5.83,5.712407,29.61780152602097
HIP102422,Gaia DR2 2195115561163064960,311.3225,311.3231813168094,61.83861111111111,61.842305485764605,0.09,87.0264719183416,0.82,818.0902123625792,3.41,3.0326436,69.66375686620133
HIP103096,Gaia DR2 2195886971653527168,313.3325,313.33245621909833,62.15416666666667,62.15106513090692,0.0,0.19053764368243264,-0.77,-772.8851966738473,8.55,7.7556267000000005,142.0340682313454
HIP27188,Gaia DR2 283569928616960768,86.45125,86.45389892750988,62.236666666666665,62.23338731419725,0.3,297.3623260495576,-0.79,-786.588845487178,9.02,8.380138,73.99796599271167
HIP4872,Gaia DR2 522863309964987520,15.662083333333332,15.668732122677724,62.345,62.345438640312125,0.73,731.1345930922053,0.09,90.6895994498131,9.56,8.662821000000001,101.46503365862492
HIP48714,Gaia DR2 1051547052218220160,149.03625,149.03326723490488,62.788333333333334,62.78595048842175,-0.3,-304.04640637466355,-0.58,-583.598902508981,8.99,8.228607,94.93966364573723
HIP84183,Gaia DR2 1631010158460327168,258.13583333333327,258.13590497381665,62.87416666666667,62.874536665645934,0.02,15.930567504423154,0.05,47.64020495602629,5.54,5.4936275000000006,22.756100940522323
HIP46733,Gaia DR2 1064092789128664960,142.88208333333333,142.88314180684677,63.06166666666666,63.061975582064456,0.11,106.81027503542431,0.03,26.19683934546113,3.65,3.4651926,42.443236790393016
HIP56199,Gaia DR2 863776987616459392,172.8045833333333,172.80518396965385,63.1575,63.157643879744576,0.07,66.50492879079127,0.03,25.373429912860928,9.98,9.397316,43.465127319336155
HIP70952,Gaia DR2 1667027548045598208,217.6920833333333,217.6902677892029,63.18555555555555,63.185826270290406,-0.18,-177.5390858933866,0.01,9.193894025288014,6.1,5.9824147000000005,31.534161026850814
HIP65530,Gaia DR2 1665517334465010432,201.49958333333328,201.49565403601608,63.26111111111111,63.26222674617455,-0.39,-392.65731399866235,0.22,220.80223951667884,6.5,6.3104496,47.82746305059456
HIP29548,Gaia DR2 1007904858732031104,93.39708333333333,93.39864844647434,63.39388888888889,63.393254853036325,0.17,170.7722475851351,-0.2,-205.71537504357457,9.67,9.186177,36.74386454593205
HIP8070,Gaia DR2 512129087182637696,25.919583333333332,25.915825988014273,63.82333333333334,63.82088930157985,-0.39,-395.12034874928133,-0.58,-582.6945623051541,8.42,7.925379799999999,73.99134515607591
HIP8362,Gaia DR2 512167948043650816,26.936666666666664,26.94249330821931,63.8525,63.85144199681554,0.58,582.0276562897452,-0.25,-246.22765538149628,5.63,5.382728599999999,99.57455609377016
HIP110774,Gaia DR2 2205488624442109824,336.63624999999996,336.6380761251294,63.87916666666667,63.880069246587155,0.2,196.1589690054731,0.21,207.70560070746328,9.52,9.082953999999999,38.316087081395935
HIP5247,Gaia DR2 523433578540463488,16.784166666666668,16.799320738281555,63.941111111111105,63.94270169812106,1.55,1546.9828710099255,0.32,319.1412411502167,9.0,8.41128,66.36713892375779
HIP89348,Gaia DR2 2161275788716592256,273.47416666666663,273.4778192516744,64.39722222222223,64.39743824424548,0.35,352.8811121130232,0.04,35.629408863841356,4.99,4.834262,43.76716167865537
HIP112245,Gaia DR2 2211393521580984320,341.02416666666664,341.02478002701616,64.57055555555556,64.5693907518864,0.05,50.35380963206096,-0.3,-297.32232431167733,7.5,7.297762400000001,39.78639670764301
HIP86456,Gaia DR2 1440964624481230464,264.98208333333326,264.9818370562202,65.00138888888888,65.00209623319451,-0.02,-21.85224552093838,0.11,106.85013377538206,8.39,8.116471,36.6284427838919
HIP42438,Gaia DR2 1092545710514654464,129.79874999999998,129.79849112845733,65.02083333333333,65.02128478783081,-0.03,-27.15814123318173,0.09,87.54594055730118,5.63,5.4795527,69.20044790906128
HIP82860,Gaia DR2 1635375460141804800,254.0070833333333,254.00947678858432,65.13472222222222,65.13501576268943,0.24,237.0092626929483,0.05,50.08545357615915,4.88,4.701048,66.29506072146181
HIP63076,Gaia DR2 1677302170674242560,193.86916666666664,193.8689145255473,65.43833333333333,65.43834449566549,0.0,-4.235224445222561,-0.03,-30.174010948775937,5.23,5.128577,34.027634238162925
HIP101180,Gaia DR2 2246206567973292160,307.6333333333333,307.6381158098464,65.44944444444445,65.45077881122684,0.44,443.22044886888534,0.28,283.44297319023985,10.5,9.421499,123.75448674282065
HIP55360,Gaia DR2 1057318835428596096,170.01999999999998,169.9891038433569,65.84638888888888,65.84727262350758,-2.95,-2947.051155849052,0.18,181.9394030796628,9.31,8.523996,110.168310084714
HIP43534,Gaia DR2 1092897519875582592,133.00124999999997,133.00245925252557,66.13138888888888,66.13192462563232,0.09,94.86518143593763,0.1,99.34002788659262,9.26,8.678563,60.552269532770616
HIP8867,Gaia DR2 518458597663391744,28.52541666666666,28.52503247470152,66.17611111111111,66.17558702653652,-0.04,-43.1215722601323,-0.14,-140.40100979263178,8.47,8.140867,44.40315844030923
HIP112724,Gaia DR2 2211820991079869312,342.41999999999996,342.4193685981096,66.20027777777779,66.19986743477982,-0.07,-63.66263959925857,-0.12,-125.77175308279699,3.5,3.105969,26.908498251321802
HIP102253,Gaia DR2 2245998176160116736,310.7958333333333,310.796197334044,66.65722222222223,66.65759528915223,0.03,25.83456395439372,0.03,34.59389127254597,5.59,5.5383925000000005,22.92993958647357
HIP113944,Gaia DR2 2212272649844661504,346.1258333333333,346.1291985744646,66.76416666666667,66.76404147170467,0.3,305.08970148644437,-0.08,-79.65087366712898,9.86,9.204396000000001,49.19407124757143
HIP100017,Gaia DR2 2246581329639103872,304.38041666666663,304.3856674357309,66.8536111111111,66.85497047393939,0.47,468.61860434944987,0.3,297.53755502314283,5.91,5.751947400000001,57.25643888456974
HIP45038,Gaia DR2 1068982214258617216,137.59791666666666,137.59825632900515,67.13388888888889,67.13363880892847,0.01,12.644963457567554,-0.09,-88.94125748024975,4.8,4.6480265,48.526297003639755
HIP79755,Gaia DR2 1642641410934267008,244.17791666666665,244.17256859264683,67.23861111111111,67.23920409595127,-0.5,-498.01781304591935,0.09,84.11035718775544,8.61,7.9005194,92.87042804171
HIP79762,Gaia DR2 1642642957122493824,244.18874999999994,244.18343117344804,67.25611111111111,67.25662827979252,-0.49,-483.1676487607573,0.09,89.26611882464506,10.6,9.608552,92.89762497186736
HIP94376,Gaia DR2 2255173119656110336,288.13874999999996,288.13982807646585,67.6613888888889,67.66193670860886,0.09,95.6844748900716,0.09,93.10017037226973,3.07,2.672965,31.721959494403034
HIP29067,Gaia DR2 1105408965770145920,91.98041666666664,91.97965920838301,67.97666666666667,67.97634270047361,-0.05,-48.15434955708341,-0.11,-111.02002482637371,9.75,9.247914,39.994461573131105
HIP81813,Gaia DR2 1648568843759668480,250.66083333333327,250.65746883506802,68.10194444444444,68.10399738033584,-0.28,-283.09159455832696,0.43,425.69452997465964,7.56,7.344214999999999,41.244516124853355
HIP34115,Gaia DR2 1103079616027292416,106.10791666666664,106.11211829806518,68.28861111111111,68.28900935406736,0.35,346.2854958838604,0.05,50.09012447083918,11.9,10.833594999999999,61.112845394806264
HIP109980,Gaia DR2 2220169200616370432,334.13249999999994,334.136871767724,68.33972222222222,68.33974785763107,0.38,378.82395370742137,-0.01,-10.467848551179245,9.23,8.802324,41.630881916382656
HIP86201,Gaia DR2 1637717179389828224,264.23791666666665,264.2379129872799,68.75777777777778,68.75935109554028,0.0,2.294557766110003,0.32,322.0346664843044,4.77,4.599249400000001,43.00656834051395
HIP7339,Gaia DR2 532057254394731776,23.638749999999998,23.63406768258251,68.94805555555556,68.9486295832004,-0.38,-378.2668368903214,0.12,114.72043848717938,6.52,6.332834,47.492596466341524
HIP4454,Gaia DR2 532855499837123584,14.26833333333333,14.276976491264675,69.04333333333334,69.04244833057284,0.72,714.5723692674737,-0.23,-233.65914724440395,9.12,8.748155,39.89441769876232
HIP4907,Gaia DR2 532870034006715264,15.738333333333332,15.741150057287754,69.22694444444444,69.22643103603582,0.22,224.23687066941105,-0.15,-146.8408304588476,7.67,7.4614825,37.814472582144454
HIP19422,Gaia DR2 493935296471302784,62.39583333333333,62.39689991802537,69.5411111111111,69.54010601071725,0.07,73.1044001301197,-0.3,-298.5299971559851,7.7,7.416728999999999,53.28396247442399
HIP53580,Gaia DR2 1072844970405231104,164.40874999999997,164.40093129790313,69.59638888888888,69.59686716127779,-0.63,-630.1843165321027,0.06,58.1320634710136,10.2,9.59249,42.61093252637578
